frame,time_s,timestamp,tracking_time_ms,x_mm,y_mm,z_mm,roll_deg,pitch_deg,yaw_deg,matches,inliers,pnp_inlier_ratio,new_features,nearby_associations,new_landmarks,initialization_frames,initialization_candidates,initialization_confirmed,initialization_matches,landmarks,keyframe_added,keyframes,tracked
181,6.033333333333333,1784291474.0653331,209.55739999953948,nan,nan,nan,nan,nan,nan,2,0,nan,68,0,0,0,0,0,0,467,0,6,0
182,6.066666666666666,1784291474.0986664,209.79570000054082,nan,nan,nan,nan,nan,nan,5,0,nan,65,0,0,0,0,0,0,467,0,6,0
183,6.1,1784291474.1319997,259.7672000010789,nan,nan,nan,nan,nan,nan,4,0,nan,75,0,0,0,0,0,0,467,0,6,0
184,6.133333333333334,1784291474.1653333,183.3569999998872,nan,nan,nan,nan,nan,nan,6,0,nan,78,0,0,0,0,0,0,467,0,6,0
185,6.166666666666667,1784291474.1986666,208.97420000073907,nan,nan,nan,nan,nan,nan,0,0,nan,76,0,0,0,0,0,0,467,0,6,0
186,6.2,1784291474.2319999,242.23279999932856,nan,nan,nan,nan,nan,nan,3,0,nan,68,0,0,0,0,0,0,467,0,6,0
187,6.233333333333333,1784291474.2653332,282.48009999879287,nan,nan,nan,nan,nan,nan,2,0,nan,81,0,0,0,0,0,0,467,0,6,0
188,6.266666666666667,1784291474.2986665,269.3598000005295,nan,nan,nan,nan,nan,nan,2,0,nan,68,0,0,0,0,0,0,467,0,6,0
189,6.3,1784291474.3319998,273.1297000009363,nan,nan,nan,nan,nan,nan,7,0,nan,57,0,0,0,0,0,0,467,0,6,0
190,6.333333333333333,1784291474.365333,216.12420000019483,nan,nan,nan,nan,nan,nan,0,0,nan,69,0,0,0,0,0,0,467,0,6,0
191,6.366666666666666,1784291474.3986664,244.0405000015744,nan,nan,nan,nan,nan,nan,3,0,nan,81,0,0,0,0,0,0,467,0,6,0
192,6.4,1784291474.432,294.934600000488,nan,nan,nan,nan,nan,nan,3,0,nan,88,0,0,0,0,0,0,467,0,6,0
193,6.433333333333334,1784291474.4653332,280.6765000004816,nan,nan,nan,nan,nan,nan,4,0,nan,65,0,0,0,0,0,0,467,0,6,0
194,6.466666666666667,1784291474.4986665,224.5262999986153,nan,nan,nan,nan,nan,nan,8,0,nan,64,0,0,0,0,0,0,467,0,6,0
195,6.5,1784291474.5319998,213.61379999871133,nan,nan,nan,nan,nan,nan,1,0,nan,60,0,0,0,0,0,0,467,0,6,0
196,6.533333333333333,1784291474.5653331,310.99770000037097,nan,nan,nan,nan,nan,nan,5,0,nan,80,0,0,0,0,0,0,467,0,6,0
197,6.566666666666666,1784291474.5986664,184.64990000029502,nan,nan,nan,nan,nan,nan,9,0,nan,62,0,0,0,0,0,0,467,0,6,0
198,6.6,1784291474.6319997,217.35720000106085,nan,nan,nan,nan,nan,nan,5,0,nan,76,0,0,0,0,0,0,467,0,6,0
199,6.633333333333334,1784291474.6653333,341.628899999705,nan,nan,nan,nan,nan,nan,13,0,nan,60,0,0,0,0,0,0,467,0,6,0
200,6.666666666666667,1784291474.6986666,286.6161000001739,nan,nan,nan,nan,nan,nan,4,0,nan,61,0,0,0,0,0,0,467,0,6,0
201,6.7,1784291474.7319999,364.0551999997115,nan,nan,nan,nan,nan,nan,14,0,nan,58,0,0,0,0,0,0,467,0,6,0
202,6.733333333333333,1784291474.7653332,259.3016000009811,nan,nan,nan,nan,nan,nan,1,0,nan,62,0,0,0,0,0,0,467,0,6,0
203,6.766666666666667,1784291474.7986665,342.17549999993935,nan,nan,nan,nan,nan,nan,16,0,nan,64,0,0,0,0,0,0,467,0,6,0
204,6.8,1784291474.8319998,402.1195999994234,nan,nan,nan,nan,nan,nan,19,0,nan,59,0,0,0,0,0,0,467,0,6,0
205,6.833333333333333,1784291474.865333,304.0787999998429,nan,nan,nan,nan,nan,nan,12,0,nan,59,0,0,0,0,0,0,467,0,6,0
206,6.866666666666666,1784291474.8986664,294.818899999882,nan,nan,nan,nan,nan,nan,15,0,nan,38,0,0,0,0,0,0,467,0,6,0
207,6.9,1784291474.932,384.36519999959273,nan,nan,nan,nan,nan,nan,19,0,nan,46,0,0,0,0,0,0,467,0,6,0
208,6.933333333333334,1784291474.9653332,273.94099999946775,nan,nan,nan,nan,nan,nan,19,0,nan,48,0,0,0,0,0,0,467,0,6,0
209,6.966666666666667,1784291474.9986665,361.2804000003962,nan,nan,nan,nan,nan,nan,17,0,nan,55,0,0,0,0,0,0,467,0,6,0
210,7.0,1784291475.0319998,443.44230000024254,nan,nan,nan,nan,nan,nan,23,0,nan,52,0,0,0,0,0,0,467,0,6,0
211,7.033333333333333,1784291475.0653331,345.6874000003154,nan,nan,nan,nan,nan,nan,13,0,nan,42,0,0,0,0,0,0,467,0,6,0
212,7.066666666666666,1784291475.0986664,410.07249999893247,nan,nan,nan,nan,nan,nan,17,0,nan,50,0,0,0,0,0,0,467,0,6,0
213,7.1,1784291475.1319997,388.9822000001004,nan,nan,nan,nan,nan,nan,17,0,nan,48,0,0,0,0,0,0,467,0,6,0
214,7.133333333333334,1784291475.1653333,444.50480000159587,nan,nan,nan,nan,nan,nan,25,0,nan,58,0,0,0,0,0,0,467,0,6,0
215,7.166666666666667,1784291475.1986666,404.688199998418,nan,nan,nan,nan,nan,nan,19,0,nan,44,0,0,0,0,0,0,467,0,6,0
216,7.2,1784291475.2319999,338.9556000001903,nan,nan,nan,nan,nan,nan,14,0,nan,54,0,0,0,0,0,0,467,0,6,0
217,7.233333333333333,1784291475.2653332,269.1632000005484,nan,nan,nan,nan,nan,nan,21,0,nan,48,0,0,0,0,0,0,467,0,6,0
218,7.266666666666667,1784291475.2986665,265.23029999952996,nan,nan,nan,nan,nan,nan,19,0,nan,60,0,0,0,0,0,0,467,0,6,0
219,7.3,1784291475.3319998,426.52149999958056,nan,nan,nan,nan,nan,nan,23,0,nan,53,0,0,0,0,0,0,467,0,6,0
220,7.333333333333333,1784291475.365333,363.9445999997406,nan,nan,nan,nan,nan,nan,18,0,nan,66,0,0,0,0,0,0,467,0,6,0
221,7.366666666666666,1784291475.3986664,354.16350000014063,nan,nan,nan,nan,nan,nan,31,0,0.0,50,0,0,0,0,0,0,467,0,6,0
222,7.4,1784291475.432,347.92449999986275,nan,nan,nan,nan,nan,nan,23,0,nan,58,0,0,0,0,0,0,467,0,6,0
223,7.433333333333334,1784291475.4653332,438.14150000071095,nan,nan,nan,nan,nan,nan,34,5,0.14705882352941177,49,0,0,0,0,0,0,467,0,6,0
224,7.466666666666667,1784291475.4986665,327.8985000015382,nan,nan,nan,nan,nan,nan,26,0,nan,62,0,0,0,0,0,0,467,0,6,0
225,7.5,1784291475.5319998,359.85839999921154,nan,nan,nan,nan,nan,nan,38,0,0.0,40,0,0,0,0,0,0,467,0,6,0
226,7.533333333333333,1784291475.5653331,358.1905999999435,nan,nan,nan,nan,nan,nan,36,7,0.19444444444444445,57,0,0,0,0,0,0,467,0,6,0
227,7.566666666666666,1784291475.5986664,279.5753999998851,nan,nan,nan,nan,nan,nan,33,0,0.0,39,0,0,0,0,0,0,467,0,6,0
228,7.6,1784291475.6319997,363.90600000049744,nan,nan,nan,nan,nan,nan,36,0,0.0,74,0,0,0,0,0,0,467,0,6,0
229,7.633333333333334,1784291475.6653333,387.4926999997115,nan,nan,nan,nan,nan,nan,35,0,0.0,60,0,0,0,0,0,0,467,0,6,0
230,7.666666666666667,1784291475.6986666,357.89959999965504,nan,nan,nan,nan,nan,nan,41,0,0.0,47,0,0,0,0,0,0,467,0,6,0
231,7.7,1784291475.7319999,427.12890000075276,nan,nan,nan,nan,nan,nan,45,0,0.0,53,0,0,0,0,0,0,467,0,6,0
232,7.733333333333333,1784291475.7653332,394.49039999999513,nan,nan,nan,nan,nan,nan,30,0,0.0,45,0,0,0,0,0,0,467,0,6,0
233,7.766666666666667,1784291475.7986665,432.1242000005441,nan,nan,nan,nan,nan,nan,26,0,nan,36,0,0,0,0,0,0,467,0,6,0
234,7.8,1784291475.8319998,351.6092000008939,nan,nan,nan,nan,nan,nan,39,5,0.1282051282051282,61,0,0,0,0,0,0,467,0,6,0
235,7.833333333333333,1784291475.865333,337.25809999850753,nan,nan,nan,nan,nan,nan,39,5,0.1282051282051282,41,0,0,0,0,0,0,467,0,6,0
236,7.866666666666666,1784291475.8986664,411.0619000002771,nan,nan,nan,nan,nan,nan,47,0,0.0,54,0,0,0,0,0,0,467,0,6,0
237,7.9,1784291475.932,247.046100001171,nan,nan,nan,nan,nan,nan,39,0,0.0,56,0,0,0,0,0,0,467,0,6,0
238,7.933333333333334,1784291475.9653332,387.5189999998838,nan,nan,nan,nan,nan,nan,41,6,0.14634146341463414,53,0,0,0,0,0,0,467,0,6,0
239,7.966666666666667,1784291475.9986665,400.5290999994031,nan,nan,nan,nan,nan,nan,42,0,0.0,56,0,0,0,0,0,0,467,0,6,0
240,8.0,1784291476.0319998,355.98600000048464,nan,nan,nan,nan,nan,nan,46,0,0.0,44,0,0,0,0,0,0,467,0,6,0
241,8.033333333333333,1784291476.0653331,429.90129999998317,nan,nan,nan,nan,nan,nan,51,6,0.11764705882352941,51,0,0,0,0,0,0,467,0,6,0
242,8.066666666666666,1784291476.0986664,396.1011999999755,nan,nan,nan,nan,nan,nan,44,0,0.0,65,0,0,0,0,0,0,467,0,6,0
243,8.1,1784291476.1319997,391.02859999911743,nan,nan,nan,nan,nan,nan,52,0,0.0,46,0,0,0,0,0,0,467,0,6,0
244,8.133333333333333,1784291476.1653333,340.1270000013028,nan,nan,nan,nan,nan,nan,49,0,0.0,53,0,0,0,0,0,0,467,0,6,0
245,8.166666666666666,1784291476.1986666,344.83149999869056,nan,nan,nan,nan,nan,nan,57,6,0.10526315789473684,62,0,0,0,0,0,0,467,0,6,0
246,8.2,1784291476.2319999,278.70530000109284,nan,nan,nan,nan,nan,nan,60,17,0.2833333333333333,58,0,0,0,0,0,0,467,0,6,0
247,8.233333333333333,1784291476.2653332,318.22449999890523,nan,nan,nan,nan,nan,nan,63,6,0.09523809523809523,58,0,0,0,0,0,0,467,0,6,0
248,8.266666666666667,1784291476.2986665,396.88009999917995,nan,nan,nan,nan,nan,nan,56,8,0.14285714285714285,46,0,0,0,0,0,0,467,0,6,0
249,8.3,1784291476.3319998,343.4015000002546,nan,nan,nan,nan,nan,nan,58,14,0.2413793103448276,64,0,0,0,0,0,0,467,0,6,0
250,8.333333333333334,1784291476.365333,423.2116999992286,nan,nan,nan,nan,nan,nan,59,7,0.11864406779661017,70,0,0,0,0,0,0,467,0,6,0
251,8.366666666666667,1784291476.3986664,398.0933000002551,nan,nan,nan,nan,nan,nan,60,8,0.13333333333333333,68,0,0,0,0,0,0,467,0,6,0
252,8.4,1784291476.432,384.18169999931706,nan,nan,nan,nan,nan,nan,65,15,0.23076923076923078,52,0,0,0,0,0,0,467,0,6,0
253,8.433333333333334,1784291476.4653332,463.3541000002879,nan,nan,nan,nan,nan,nan,74,13,0.17567567567567569,70,0,0,0,0,0,0,467,0,6,0
254,8.466666666666667,1784291476.4986665,373.27469999945606,nan,nan,nan,nan,nan,nan,74,13,0.17567567567567569,69,0,0,0,0,0,0,467,0,6,0
255,8.5,1784291476.5319998,287.8473999990092,nan,nan,nan,nan,nan,nan,80,12,0.15,63,0,0,0,0,0,0,467,0,6,0
256,8.533333333333333,1784291476.5653331,325.74579999891284,nan,nan,nan,nan,nan,nan,70,13,0.18571428571428572,51,0,0,0,0,0,0,467,0,6,0
257,8.566666666666666,1784291476.5986664,415.1870000005147,nan,nan,nan,nan,nan,nan,72,8,0.1111111111111111,69,0,0,0,0,0,0,467,0,6,0
258,8.6,1784291476.6319997,405.04689999943366,-4.217179545220354,-4.6686830814063995,6.753084663940854,0.699069515366256,3.0668363179052904,-0.9125962325610817,70,26,0.37142857142857144,60,0,59,0,0,0,0,526,1,7,1
259,8.633333333333333,1784291476.6653333,404.48619999915536,-2.2967021791102624,-6.196419149969657,5.538926411838062,0.6038713417516816,3.358524190695472,-0.5817702212309488,72,21,0.2916666666666667,71,0,71,0,0,0,0,597,1,8,1
260,8.666666666666666,1784291476.6986666,356.4530999992712,nan,nan,nan,nan,nan,nan,76,14,0.18421052631578946,62,0,0,0,0,0,0,597,0,8,0
261,8.7,1784291476.7319999,405.6235000007291,nan,nan,nan,nan,nan,nan,89,14,0.15730337078651685,58,0,0,0,0,0,0,597,0,8,0
262,8.733333333333333,1784291476.7653332,314.32889999996405,nan,nan,nan,nan,nan,nan,85,19,0.2235294117647059,61,0,0,0,0,0,0,597,0,8,0
263,8.766666666666667,1784291476.7986665,311.2757999988389,nan,nan,nan,nan,nan,nan,83,11,0.13253012048192772,73,0,0,0,0,0,0,597,0,8,0
264,8.8,1784291476.8319998,350.5947000012384,nan,nan,nan,nan,nan,nan,88,11,0.125,67,0,0,0,0,0,0,597,0,8,0
265,8.833333333333334,1784291476.865333,239.4406000003073,nan,nan,nan,nan,nan,nan,81,14,0.1728395061728395,65,0,0,0,0,0,0,597,0,8,0
266,8.866666666666667,1784291476.8986664,327.9296000000613,nan,nan,nan,nan,nan,nan,94,13,0.13829787234042554,61,0,0,0,0,0,0,597,0,8,0
267,8.9,1784291476.932,382.2898999987956,nan,nan,nan,nan,nan,nan,94,13,0.13829787234042554,77,0,0,0,0,0,0,597,0,8,0
268,8.933333333333334,1784291476.9653332,309.7992000002705,nan,nan,nan,nan,nan,nan,97,17,0.17525773195876287,61,0,0,0,0,0,0,597,0,8,0
269,8.966666666666667,1784291476.9986665,378.6990999997215,-0.7439522462824826,-2.279092051697745,4.021697764728017,0.7076124141344406,1.5221477657257,-1.1284407457390442,82,23,0.2804878048780488,61,1,60,0,0,0,0,657,1,9,1
270,9.0,1784291477.0319998,365.3916000002937,nan,nan,nan,nan,nan,nan,93,17,0.1827956989247312,63,0,0,0,0,0,0,657,0,9,0
271,9.033333333333333,1784291477.0653331,396.1901000002399,nan,nan,nan,nan,nan,nan,93,19,0.20430107526881722,62,0,0,0,0,0,0,657,0,9,0
272,9.066666666666666,1784291477.0986664,318.29960000141,-0.15065474922956668,-3.497010148853846,3.631791346934122,0.47374624957011596,1.935415463879187,-0.6069511929350018,94,22,0.23404255319148937,62,2,60,0,0,0,0,717,1,10,1
273,9.1,1784291477.1319997,316.96740000006685,-1.6663067951047026,-1.112403429993691,3.4755990584063596,0.1335959209921512,1.1370890931402755,-0.8670749570654405,91,25,0.27472527472527475,44,0,0,0,0,0,0,717,0,10,1
274,9.133333333333333,1784291477.1653333,339.0018999998574,-2.0482126433935193,-6.789231080507818,5.7808980507829375,0.399239590014303,3.3214826638808472,-1.9523050287706087,101,21,0.2079207920792079,66,2,64,0,0,0,0,781,1,11,1
275,9.166666666666666,1784291477.1986666,269.5579999999609,nan,nan,nan,nan,nan,nan,100,12,0.12,52,0,0,0,0,0,0,781,0,11,0
276,9.2,1784291477.2319999,270.9770000001299,-1.9428114635881855,-3.0742508191320894,1.9483456136384945,-0.2502905008450349,1.3562746313113563,-1.031673594619664,86,29,0.3372093023255814,59,1,58,0,0,0,0,839,1,12,1
277,9.233333333333333,1784291477.2653332,426.6528999996808,nan,nan,nan,nan,nan,nan,94,12,0.1276595744680851,58,0,0,0,0,0,0,839,0,12,0
278,9.266666666666667,1784291477.2986665,394.13799999965704,0.024548864385387503,-3.450834384717581,3.367961698151163,0.47433469892514585,1.8915642926732403,-0.5033024437987345,91,23,0.25274725274725274,50,3,47,0,0,0,0,886,1,13,1
279,9.3,1784291477.3319998,358.75250000026426,nan,nan,nan,nan,nan,nan,88,17,0.19318181818181818,64,0,0,0,0,0,0,886,0,13,0
280,9.333333333333334,1784291477.365333,388.73490000150923,nan,nan,nan,nan,nan,nan,84,14,0.16666666666666666,73,0,0,0,0,0,0,886,0,13,0
281,9.366666666666667,1784291477.3986664,369.8674999996001,1.1170543980377161,-4.852876514472797,5.607086426033291,1.4779890069538975,2.717735230317905,-0.9826542900509817,76,23,0.3026315789473684,63,3,60,0,0,0,0,946,1,14,1
282,9.4,1784291477.432,419.7567000010167,nan,nan,nan,nan,nan,nan,93,15,0.16129032258064516,54,0,0,0,0,0,0,946,0,14,0
283,9.433333333333334,1784291477.4653332,381.2419999994745,-0.16094670086591378,-3.595503516039898,3.9208834321706405,0.7790491136546541,1.9510627171440211,-0.9918696425973244,94,23,0.24468085106382978,68,3,65,0,0,0,0,1011,1,15,1
284,9.466666666666667,1784291477.4986665,276.20529999876453,nan,nan,nan,nan,nan,nan,94,17,0.18085106382978725,56,0,0,0,0,0,0,1011,0,15,0
285,9.5,1784291477.5319998,275.6725000017468,nan,nan,nan,nan,nan,nan,92,15,0.16304347826086957,52,0,0,0,0,0,0,1011,0,15,0
286,9.533333333333333,1784291477.5653331,447.3908999989362,-2.8176586761653937,-6.697321557695872,5.406317444308513,-0.07975312195452465,3.3164639267173333,-1.8460854772477917,91,21,0.23076923076923078,71,2,69,0,0,0,0,1080,1,16,1
287,9.566666666666666,1784291477.5986664,357.8928000006272,-2.186384491300018,-2.760250732685506,2.78045539106877,-0.2893862872918939,1.5072064384637147,-0.9894201181553716,85,33,0.38823529411764707,64,5,59,0,0,0,0,1139,1,17,1
288,9.6,1784291477.6319997,310.25880000015604,nan,nan,nan,nan,nan,nan,102,16,0.1568627450980392,67,0,0,0,0,0,0,1139,0,17,0
289,9.633333333333333,1784291477.6653333,308.25149999873247,nan,nan,nan,nan,nan,nan,100,16,0.16,45,0,0,0,0,0,0,1139,0,17,0
290,9.666666666666666,1784291477.6986666,360.319299999901,-2.166849412672839,-1.053311241295205,2.705805198441766,-0.23781791770430286,0.9678453056250526,-0.8447201606171083,99,31,0.31313131313131315,55,1,54,0,0,0,0,1193,1,18,1
291,9.7,1784291477.7319999,326.7822999987402,nan,nan,nan,nan,nan,nan,86,12,0.13953488372093023,43,0,0,0,0,0,0,1193,0,18,0
292,9.733333333333333,1784291477.7653332,335.80150000125286,nan,nan,nan,nan,nan,nan,97,16,0.16494845360824742,65,0,0,0,0,0,0,1193,0,18,0
293,9.766666666666667,1784291477.7986665,301.59850000018196,nan,nan,nan,nan,nan,nan,83,19,0.2289156626506024,45,0,0,0,0,0,0,1193,0,18,0
294,9.8,1784291477.8319998,362.27689999941504,nan,nan,nan,nan,nan,nan,92,11,0.11956521739130435,55,0,0,0,0,0,0,1193,0,18,0
295,9.833333333333334,1784291477.865333,289.79179999987537,nan,nan,nan,nan,nan,nan,100,13,0.13,59,0,0,0,0,0,0,1193,0,18,0
296,9.866666666666667,1784291477.8986664,300.27460000019346,nan,nan,nan,nan,nan,nan,95,16,0.16842105263157894,45,0,0,0,0,0,0,1193,0,18,0
297,9.9,1784291477.932,470.02789999896777,nan,nan,nan,nan,nan,nan,90,13,0.14444444444444443,59,0,0,0,0,0,0,1193,0,18,0
298,9.933333333333334,1784291477.9653332,249.9100000004546,nan,nan,nan,nan,nan,nan,102,13,0.12745098039215685,52,0,0,0,0,0,0,1193,0,18,0
299,9.966666666666667,1784291477.9986665,400.65989999857266,nan,nan,nan,nan,nan,nan,90,13,0.14444444444444443,78,0,0,0,0,0,0,1193,0,18,0
300,10.0,1784291478.0319998,384.75450000078126,-2.5029918158420372,-0.9531316824841412,0.6022752051488709,0.09641106903638487,0.2330369725658172,-1.0587531905942558,84,23,0.27380952380952384,62,5,57,0,0,0,0,1250,1,19,1
301,10.033333333333333,1784291478.0653331,325.8855999993102,nan,nan,nan,nan,nan,nan,74,12,0.16216216216216217,35,0,0,0,0,0,0,1250,0,19,0
302,10.066666666666666,1784291478.0986664,331.2155999992683,nan,nan,nan,nan,nan,nan,79,15,0.189873417721519,55,0,0,0,0,0,0,1250,0,19,0
303,10.1,1784291478.1319997,372.86719999974594,nan,nan,nan,nan,nan,nan,79,11,0.13924050632911392,61,0,0,0,0,0,0,1250,0,19,0
304,10.133333333333333,1784291478.1653333,305.70600000100967,nan,nan,nan,nan,nan,nan,65,12,0.18461538461538463,70,0,0,0,0,0,0,1250,0,19,0
305,10.166666666666666,1784291478.1986666,276.86759999960486,-10.525280662452651,-3.0988812095443166,2.281029704274175,-1.3887354973116257,1.5139155396241204,-1.6452117858139592,67,21,0.31343283582089554,61,2,59,0,0,0,0,1309,1,20,1
306,10.2,1784291478.2319999,285.8319000006304,nan,nan,nan,nan,nan,nan,67,13,0.19402985074626866,60,0,0,0,0,0,0,1309,0,20,0
307,10.233333333333333,1784291478.2653332,302.9102000000421,nan,nan,nan,nan,nan,nan,59,10,0.1694915254237288,62,0,0,0,0,0,0,1309,0,20,0
308,10.266666666666667,1784291478.2986665,213.39900000020862,nan,nan,nan,nan,nan,nan,63,12,0.19047619047619047,85,0,0,0,0,0,0,1309,0,20,0
309,10.3,1784291478.3319998,343.6727999996947,nan,nan,nan,nan,nan,nan,53,6,0.11320754716981132,66,0,0,0,0,0,0,1309,0,20,0
310,10.333333333333334,1784291478.365333,304.86519999976736,nan,nan,nan,nan,nan,nan,62,7,0.11290322580645161,80,0,0,0,0,0,0,1309,0,20,0
311,10.366666666666667,1784291478.3986664,260.94059999923047,nan,nan,nan,nan,nan,nan,64,14,0.21875,91,0,0,0,0,0,0,1309,0,20,0
312,10.4,1784291478.432,235.08719999881578,nan,nan,nan,nan,nan,nan,48,6,0.125,73,0,0,0,0,0,0,1309,0,20,0
313,10.433333333333334,1784291478.4653332,326.14319999993313,nan,nan,nan,nan,nan,nan,54,8,0.14814814814814814,65,0,0,0,0,0,0,1309,0,20,0
314,10.466666666666667,1784291478.4986665,363.4397000005265,nan,nan,nan,nan,nan,nan,55,5,0.09090909090909091,81,0,0,0,0,0,0,1309,0,20,0
315,10.5,1784291478.5319998,313.8154000007489,nan,nan,nan,nan,nan,nan,47,5,0.10638297872340426,68,0,0,0,0,0,0,1309,0,20,0
316,10.533333333333333,1784291478.5653331,458.9504000014131,nan,nan,nan,nan,nan,nan,46,6,0.13043478260869565,65,0,0,0,0,0,0,1309,0,20,0
317,10.566666666666666,1784291478.5986664,715.1040999997349,nan,nan,nan,nan,nan,nan,51,0,0.0,60,0,0,0,0,0,0,1309,0,20,0
318,10.6,1784291478.6319997,378.78099999943515,nan,nan,nan,nan,nan,nan,51,8,0.1568627450980392,55,0,0,0,0,0,0,1309,0,20,0
319,10.633333333333333,1784291478.6653333,409.45099999953527,nan,nan,nan,nan,nan,nan,47,0,0.0,63,0,0,0,0,0,0,1309,0,20,0
320,10.666666666666666,1784291478.6986666,455.28750000084983,nan,nan,nan,nan,nan,nan,46,5,0.10869565217391304,59,0,0,0,0,0,0,1309,0,20,0
321,10.7,1784291478.7319999,456.6239999985555,nan,nan,nan,nan,nan,nan,47,0,0.0,54,0,0,0,0,0,0,1309,0,20,0
322,10.733333333333333,1784291478.7653332,442.9424000009021,nan,nan,nan,nan,nan,nan,55,5,0.09090909090909091,61,0,0,0,0,0,0,1309,0,20,0
323,10.766666666666667,1784291478.7986665,387.39539999914996,nan,nan,nan,nan,nan,nan,42,0,0.0,50,0,0,0,0,0,0,1309,0,20,0
324,10.8,1784291478.8319998,374.1919999993115,nan,nan,nan,nan,nan,nan,48,6,0.125,54,0,0,0,0,0,0,1309,0,20,0
325,10.833333333333334,1784291478.865333,336.7085000008956,nan,nan,nan,nan,nan,nan,45,0,0.0,63,0,0,0,0,0,0,1309,0,20,0
326,10.866666666666667,1784291478.8986664,337.96650000113004,nan,nan,nan,nan,nan,nan,47,0,0.0,70,0,0,0,0,0,0,1309,0,20,0
327,10.9,1784291478.932,365.9625000000233,nan,nan,nan,nan,nan,nan,44,0,0.0,66,0,0,0,0,0,0,1309,0,20,0
328,10.933333333333334,1784291478.9653332,255.41319999865664,nan,nan,nan,nan,nan,nan,28,0,nan,56,0,0,0,0,0,0,1309,0,20,0
329,10.966666666666667,1784291478.9986665,348.4406999996281,nan,nan,nan,nan,nan,nan,34,0,0.0,58,0,0,0,0,0,0,1309,0,20,0
330,11.0,1784291479.0319998,402.11009999984526,nan,nan,nan,nan,nan,nan,34,6,0.17647058823529413,60,0,0,0,0,0,0,1309,0,20,0
331,11.033333333333333,1784291479.0653331,362.84449999948265,nan,nan,nan,nan,nan,nan,31,5,0.16129032258064516,58,0,0,0,0,0,0,1309,0,20,0
332,11.066666666666666,1784291479.0986664,439.05330000052345,nan,nan,nan,nan,nan,nan,43,0,0.0,52,0,0,0,0,0,0,1309,0,20,0
333,11.1,1784291479.1319997,386.7537000005541,nan,nan,nan,nan,nan,nan,36,0,0.0,52,0,0,0,0,0,0,1309,0,20,0
334,11.133333333333333,1784291479.1653333,369.3273999997473,nan,nan,nan,nan,nan,nan,29,0,nan,50,0,0,0,0,0,0,1309,0,20,0
335,11.166666666666666,1784291479.1986666,320.6239999999525,nan,nan,nan,nan,nan,nan,34,0,0.0,52,0,0,0,0,0,0,1309,0,20,0
336,11.2,1784291479.2319999,341.86480000062147,nan,nan,nan,nan,nan,nan,31,0,0.0,56,0,0,0,0,0,0,1309,0,20,0
337,11.233333333333333,1784291479.2653332,333.38759999969625,nan,nan,nan,nan,nan,nan,35,0,0.0,53,0,0,0,0,0,0,1309,0,20,0
338,11.266666666666667,1784291479.2986665,285.3058999990026,nan,nan,nan,nan,nan,nan,33,0,0.0,52,0,0,0,0,0,0,1309,0,20,0
339,11.3,1784291479.3319998,298.22490000151447,nan,nan,nan,nan,nan,nan,29,0,nan,61,0,0,0,0,0,0,1309,0,20,0
340,11.333333333333334,1784291479.365333,374.8398999996425,nan,nan,nan,nan,nan,nan,38,0,0.0,55,0,0,0,0,0,0,1309,0,20,0
341,11.366666666666667,1784291479.3986664,334.73920000142243,nan,nan,nan,nan,nan,nan,17,0,nan,52,0,0,0,0,0,0,1309,0,20,0
342,11.4,1784291479.432,387.65349999994214,nan,nan,nan,nan,nan,nan,21,0,nan,63,0,0,0,0,0,0,1309,0,20,0
343,11.433333333333334,1784291479.4653332,349.22200000073644,nan,nan,nan,nan,nan,nan,24,0,nan,58,0,0,0,0,0,0,1309,0,20,0
344,11.466666666666667,1784291479.4986665,357.41310000048543,nan,nan,nan,nan,nan,nan,16,0,nan,56,0,0,0,0,0,0,1309,0,20,0
345,11.5,1784291479.5319998,308.24140000004263,nan,nan,nan,nan,nan,nan,25,0,nan,51,0,0,0,0,0,0,1309,0,20,0
346,11.533333333333333,1784291479.5653331,277.88929999951506,nan,nan,nan,nan,nan,nan,23,0,nan,53,0,0,0,0,0,0,1309,0,20,0
347,11.566666666666666,1784291479.5986664,352.23949999999604,nan,nan,nan,nan,nan,nan,18,0,nan,64,0,0,0,0,0,0,1309,0,20,0
348,11.6,1784291479.6319997,245.55440000040107,nan,nan,nan,nan,nan,nan,22,0,nan,49,0,0,0,0,0,0,1309,0,20,0
349,11.633333333333333,1784291479.6653333,336.62510000067414,nan,nan,nan,nan,nan,nan,14,0,nan,72,0,0,0,0,0,0,1309,0,20,0
350,11.666666666666666,1784291479.6986666,288.36800000135554,nan,nan,nan,nan,nan,nan,14,0,nan,64,0,0,0,0,0,0,1309,0,20,0
351,11.7,1784291479.7319999,366.72270000053686,nan,nan,nan,nan,nan,nan,22,0,nan,54,0,0,0,0,0,0,1309,0,20,0
352,11.733333333333333,1784291479.7653332,344.55330000128015,nan,nan,nan,nan,nan,nan,19,0,nan,56,0,0,0,0,0,0,1309,0,20,0
353,11.766666666666667,1784291479.7986665,381.3752000005479,nan,nan,nan,nan,nan,nan,21,0,nan,49,0,0,0,0,0,0,1309,0,20,0
354,11.8,1784291479.8319998,320.62649999897985,nan,nan,nan,nan,nan,nan,13,0,nan,55,0,0,0,0,0,0,1309,0,20,0
355,11.833333333333334,1784291479.865333,328.5563999997976,nan,nan,nan,nan,nan,nan,12,0,nan,59,0,0,0,0,0,0,1309,0,20,0
