dataset,family,filter,rmse_3d_mm,rmse_x_mm,rmse_y_mm,rmse_z_mm,endpoint_error_mm
cross_2,kalman_1d,kalman Q=1e-04 R=1e-04,511.2646608808773,79.01209619842079,475.0519595044438,171.680744089016,879.8676095017305
cross_2,savgol,savgol window=7 poly=3,511.26603049521134,79.08512431162866,474.9951779460954,171.80825934425195,879.7779068729338
cross_2,savgol,savgol window=21 poly=2,511.62207800520287,79.28881093297036,475.6403198490255,170.98748871515224,880.3035388360671
cross_2,savgol,savgol window=41 poly=3,511.6240164688458,78.84638521984282,475.63528474185216,171.21173345894005,880.2976018623812
cross_2,moving_average,moving-average window=21,511.77386436801663,79.55768554002553,475.02528527770437,173.01456952673948,880.8426967898077
cross_2,savgol,savgol window=81 poly=2,511.83105792849017,79.63213699886097,474.68542522045146,174.0790099364978,881.0972726406856
cross_2,moving_average,moving-average window=41,512.3635649329171,80.31952366614195,474.38911596526503,176.12541963755802,882.3083704179523
cross_2,moving_average,moving-average window=81,512.9180072376026,81.19414833447514,472.6588440288027,181.89560078844286,884.0451564008965
cross_2,butterworth,butterworth cutoff=2Hz order=4,513.0351734025327,80.15089263447544,477.3617833096835,170.01956179646598,882.6907053393029
cross_2,butterworth,butterworth cutoff=2Hz order=2,513.0482014396305,80.0156529429723,477.06152964957863,170.96271293166131,882.8181352400669
cross_2,butterworth,butterworth cutoff=1Hz order=4,515.1496667972116,82.26457139443129,477.51626033969956,174.8998016172597,887.1122132054383
cross_2,butterworth,butterworth cutoff=1Hz order=2,516.1296743769734,82.04691074267483,479.08320053387433,173.60135994940748,888.6126168753882
cross_2,median,median size=3,516.4570068567069,88.76617653628352,464.079186422931,208.51598155428863,898.3324907903096
cross_2,wiener,wiener window=21,520.2804215203893,125.8252061038454,470.5350781052714,182.9111117423567,909.0231931572708
cross_2,median,median size=5,562.4152281628569,159.80455534825322,477.42340323772504,250.67965015200983,1017.184865533974
cross_2,median,median size=41,970.7013462192305,563.5918482361424,570.1120275052662,547.3551025133775,2004.241098418215
cross_2,median,median size=11,1108.3163893855142,599.3801935497107,531.4722518176068,765.9280959129103,2387.0070112204367
cross_2,median,median size=21,1138.3219931237904,706.9228549126212,534.24111018582,714.5792282308033,2464.2364025731904
