timestamp,rtc_date,rtc_time,imu1_ax_mg,imu1_ay_mg,imu1_az_mg,imu1_gx_deg_s,imu1_gy_deg_s,imu1_gz_deg_s,mag_x_uT,mag_y_uT,mag_z_uT,imu_temperature_c,imu2_ax_mg,imu2_ay_mg,imu2_az_mg,imu2_gx_mdps,imu2_gy_mdps,imu2_gz_mdps,data_ready,output_hz
1784218581.322592497,01/01/2000,04:44:02.57,-1033.20,-5.37,-53.22,-0.04,1.50,-0.25,63.90,32.25,51.75,33.68,15.49,986.00,-21.11,-1575.0,52.50,-227.50,1,53.319
1784218581.356243849,01/01/2000,04:44:02.60,-1042.48,-46.88,-21.48,-1.39,-2.57,0.35,63.60,32.55,50.55,33.59,14.15,985.52,-23.91,656.25,26.25,-341.25,1,53.319
1784218581.370635033,01/01/2000,04:44:02.63,-1033.69,-5.86,-39.55,-1.01,-2.05,0.08,64.05,32.85,50.85,33.64,13.42,985.27,-24.16,1277.50,-910.0,-262.50,1,53.319
1784218581.413317442,01/01/2000,04:44:02.66,-1038.09,-21.97,26.86,4.62,-4.69,-1.13,63.60,34.65,50.25,33.49,12.44,982.71,-27.69,3701.25,-2808.75,-192.50,1,53.319
1784218581.437252283,01/01/2000,04:44:02.68,-1011.23,-32.23,-32.71,0.65,-3.69,1.72,64.65,33.0,49.80,33.49,14.40,985.27,-23.18,2625.0,-1067.50,-8.75,1,53.319
1784218581.446832657,01/01/2000,04:44:02.70,-1030.27,-37.11,21.48,-0.63,0.52,0.24,63.75,30.0,52.65,33.59,15.86,987.59,-18.30,962.50,140.0,-411.25,1,53.319
1784218581.467866898,01/01/2000,04:44:02.72,-1011.23,-29.79,30.76,-0.15,-1.33,-1.73,64.05,32.85,51.60,33.83,16.84,988.20,-15.74,-630.0,78.75,70.0,1,53.319
1784218581.485194445,01/01/2000,04:44:02.73,-1066.89,-18.55,5.37,-1.79,-1.47,-1.21,63.90,33.0,50.55,33.44,16.59,988.20,-18.30,-595.0,323.75,-175.0,1,53.319
1784218581.502404213,01/01/2000,04:44:02.75,-1017.09,-19.04,45.41,-2.67,0.47,-1.50,64.50,33.15,52.35,33.44,15.86,989.18,-19.03,-883.75,787.50,-201.25,1,53.319
1784218581.524688959,01/01/2000,04:44:02.77,-1025.88,-23.44,27.83,-1.24,-1.41,-1.92,63.30,31.65,50.85,33.64,14.76,989.42,-20.13,-988.75,350.0,-183.75,1,53.319
1784218581.557251692,01/01/2000,04:44:02.81,-996.09,-14.16,7.81,1.95,-1.01,2.08,64.65,34.95,50.55,33.68,13.42,986.61,-22.45,-183.75,-1793.75,-61.25,1,53.319
1784218581.580635786,01/01/2000,04:44:02.83,-1017.58,-7.81,-2.93,2.56,-2.50,0.96,63.90,33.75,51.75,33.49,12.44,983.08,-28.06,2913.75,-2843.75,-315.0,1,53.319
1784218581.597386122,01/01/2000,04:44:02.84,-1007.32,-24.41,2.93,1.04,-3.07,0.67,61.80,31.65,51.90,33.59,14.15,983.08,-30.13,3692.50,-1645.0,17.50,1,53.319
1784218581.614346743,01/01/2000,04:44:02.86,-1043.46,-27.83,-28.32,1.73,-3.09,0.35,63.60,33.45,51.75,33.35,15.62,984.42,-29.52,4077.50,-761.25,-140.0,1,53.319
1784218581.637167931,01/01/2000,04:44:02.88,-1008.79,-38.57,97.17,-2.20,-4.14,1.62,64.65,33.0,50.25,33.59,15.98,986.25,-25.50,2835.0,-140.0,-306.25,1,53.319
1784218581.647667885,01/01/2000,04:44:02.90,-1023.44,12.21,-54.20,-0.08,-2.72,-1.53,65.85,31.05,52.50,33.64,16.59,987.83,-19.40,525.0,0.0,-70.0,1,53.319
