timestamp,rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,aX,aY,aZ,gX,gY,gZ,dataRdy,output_Hz,
1784211155.0940905,"01/01/2000,02:40:15.85,-861.33,-62.99,-531.25,2.44,0.15,1.03,70.65,51.30,-10.95,28.17,6.83,-18.06,-993.20,288.75,-840.0,-341.25,1,53.176,"
1784211155.1304343,"01/01/2000,02:40:15.89,-855.96,-56.64,-522.46,-1.33,1.31,-0.04,71.25,50.55,-8.40,28.41,6.95,-17.81,-993.32,210.0,-857.50,-323.75,1,53.208,"
1784211155.1528234,"01/01/2000,02:40:15.91,-854.49,-68.36,-519.04,0.26,-0.26,-1.65,72.75,51.90,-10.80,28.37,6.83,-17.81,-993.32,306.25,-875.0,-332.50,1,53.162,"
1784211155.1604288,"01/01/2000,02:40:15.93,-858.89,-49.80,-527.83,1.99,-2.08,-0.51,69.90,50.40,-6.45,28.41,6.71,-17.93,-993.20,245.0,-848.75,-358.75,1,53.198,"
1784211155.2027557,"01/01/2000,02:40:15.96,-858.89,-62.99,-532.71,1.24,1.76,-0.08,72.30,52.80,-10.95,28.51,6.83,-18.18,-993.08,271.25,-857.50,-315.0,1,53.188,"
1784211155.2242205,"01/01/2000,02:40:15.98,-852.54,-49.80,-520.51,1.96,-1.20,0.90,72.60,50.40,-10.20,28.37,6.83,-18.18,-993.08,236.25,-831.25,-385.0,1,53.183,"
1784211155.24568,"01/01/2000,02:40:16.00,-855.96,-49.80,-526.86,0.85,-2.81,0.17,72.30,52.80,-10.95,28.32,6.95,-18.06,-993.08,358.75,-857.50,-306.25,1,53.178,"
1784211155.2758434,"01/01/2000,02:40:16.03,-844.73,-63.96,-536.13,1.63,0.90,0.24,71.70,51.45,-9.60,28.37,7.08,-18.18,-993.08,271.25,-875.0,-306.25,1,53.173,"
1784211155.291202,"01/01/2000,02:40:16.05,-847.17,-66.89,-525.88,-1.60,0.29,0.24,72.45,53.10,-10.05,28.51,7.20,-18.06,-993.32,288.75,-787.50,-323.75,1,53.168,"
1784211155.3062434,"01/01/2000,02:40:16.07,-857.42,-47.85,-528.32,1.40,-0.49,1.94,70.95,51.0,-10.80,28.51,7.20,-18.06,-993.32,192.50,-787.50,-297.50,1,53.164,"
1784211155.3235877,"01/01/2000,02:40:16.08,-848.63,-51.76,-534.67,-0.95,-0.98,-0.50,71.40,51.30,-9.45,28.37,6.95,-18.06,-993.32,218.75,-831.25,-411.25,1,53.159,"
1784211155.3435197,"01/01/2000,02:40:16.10,-857.42,-55.66,-525.88,1.10,1.60,-0.87,73.95,52.20,-10.35,28.37,7.08,-18.06,-993.20,358.75,-848.75,-385.0,1,53.154,"
1784211155.369232,"01/01/2000,02:40:16.12,-850.59,-67.38,-521.97,-0.14,0.93,-0.76,72.45,51.45,-9.30,28.51,7.20,-17.93,-993.32,227.50,-805.0,-350.0,1,53.149,"
1784211155.3798022,"01/01/2000,02:40:16.14,-857.91,-49.32,-529.30,1.02,-0.61,1.24,72.45,51.45,-9.30,28.37,7.08,-17.93,-993.08,358.75,-936.25,-245.0,1,53.144,"
1784211155.4003599,"01/01/2000,02:40:16.16,-851.56,-49.80,-537.11,0.33,-1.73,-0.46,71.70,52.65,-10.80,28.22,6.95,-17.93,-993.32,323.75,-866.25,-350.0,1,53.180,"
1784211155.4145217,"01/01/2000,02:40:16.18,-849.61,-43.95,-533.69,2.77,-0.18,2.96,70.50,51.90,-11.10,28.32,7.08,-18.06,-993.32,315.0,-822.50,-323.75,1,53.175,"
1784211155.431677,"01/01/2000,02:40:16.20,-841.31,-63.96,-525.88,1.11,-0.11,-1.34,72.0,52.65,-10.05,28.51,7.08,-18.06,-993.20,236.25,-892.50,-367.50,1,53.170,"
1784211155.473321,"01/01/2000,02:40:16.23,-852.05,-53.22,-532.23,-2.45,-0.56,-2.34,71.70,51.0,-10.05,28.41,6.83,-18.06,-993.32,218.75,-796.25,-315.0,1,53.161,"
1784211155.494372,"01/01/2000,02:40:16.25,-855.96,-47.85,-517.58,1.34,0.39,-0.47,71.70,50.25,-8.40,28.08,6.83,-18.18,-993.32,306.25,-901.25,-358.75,1,53.156,"
1784211155.5121777,"01/01/2000,02:40:16.27,-846.68,-49.32,-526.86,-0.34,-0.79,2.48,71.25,52.20,-10.35,28.56,6.83,-18.06,-993.57,175.0,-910.0,-315.0,1,53.151,"
1784211155.5293021,"01/01/2000,02:40:16.29,-852.54,-48.83,-522.46,0.35,0.02,1.55,72.30,52.80,-8.70,28.32,6.71,-18.06,-993.32,192.50,-892.50,-288.75,1,53.187,"
1784211155.5456362,"01/01/2000,02:40:16.30,-862.79,-63.96,-532.71,-0.76,0.40,-1.14,72.75,53.10,-9.60,28.08,6.83,-18.06,-993.32,288.75,-822.50,-332.50,1,53.182,"
1784211155.5663385,"01/01/2000,02:40:16.33,-851.07,-59.57,-528.32,2.15,0.65,1.22,70.50,51.90,-10.80,28.32,6.83,-18.06,-993.20,245.0,-822.50,-315.0,1,53.177,"
1784211155.5873055,"01/01/2000,02:40:16.34,-858.89,-51.76,-534.18,3.73,-0.44,-1.40,71.10,51.30,-10.50,28.41,6.83,-18.18,-993.20,306.25,-822.50,-393.75,1,53.172,"
1784211155.6018493,"01/01/2000,02:40:16.36,-855.47,-56.15,-531.25,2.68,-1.66,-1.66,71.40,52.05,-10.95,28.41,6.83,-18.06,-993.45,192.50,-945.0,-367.50,1,53.167,"
1784211155.6182637,"01/01/2000,02:40:16.38,-861.33,-56.15,-535.16,0.66,1.76,-1.44,71.70,51.90,-10.05,28.51,6.95,-18.18,-993.45,271.25,-805.0,-402.50,1,53.203,"
1784211155.6517622,"01/01/2000,02:40:16.42,-862.79,-52.73,-529.30,-3.40,-0.97,-1.14,71.25,53.10,-11.10,28.08,6.83,-18.06,-993.32,288.75,-875.0,-297.50,1,53.193,"
1784211155.6831672,"01/01/2000,02:40:16.43,-852.05,-57.62,-522.46,-0.08,0.79,1.42,71.40,52.50,-11.25,28.17,6.83,-17.81,-993.32,262.50,-822.50,-455.0,1,53.188,"
1784211155.6917279,"01/01/2000,02:40:16.46,-856.45,-58.59,-521.00,-0.03,0.08,-0.53,72.30,52.80,-10.95,28.41,6.95,-17.93,-993.32,218.75,-761.25,-358.75,1,53.184,"
1784211155.712603,"01/01/2000,02:40:16.47,-857.91,-50.29,-522.46,3.14,-0.77,-0.69,73.05,50.40,-10.50,28.41,6.83,-17.81,-993.32,393.75,-796.25,-288.75,1,53.179,"
1784211155.7228007,"01/01/2000,02:40:16.49,-853.52,-61.52,-532.71,0.33,-2.51,1.82,71.85,52.50,-10.50,28.51,6.83,-17.93,-993.32,350.0,-787.50,-332.50,1,53.174,"
1784211155.7439432,"01/01/2000,02:40:16.51,-845.70,-47.85,-527.83,0.28,-0.94,-0.13,70.05,52.20,-10.35,27.98,6.83,-17.93,-993.20,218.75,-778.75,-455.0,1,53.209,"
1784211155.7808094,"01/01/2000,02:40:16.54,-861.82,-52.25,-522.46,2.09,0.69,-0.36,69.30,52.65,-8.10,28.37,6.95,-18.06,-993.20,402.50,-892.50,-236.25,1,53.165,"
1784211155.8017278,"01/01/2000,02:40:16.56,-856.45,-47.36,-533.69,0.44,-2.14,1.32,71.25,51.0,-10.05,28.37,7.08,-18.06,-993.32,253.75,-831.25,-376.25,1,53.120,"
1784211155.8170927,"01/01/2000,02:40:16.58,-868.65,-43.95,-522.95,1.43,-1.77,1.05,69.15,49.65,-7.95,28.51,6.95,-18.06,-993.57,271.25,-848.75,-323.75,1,53.155,"
1784211155.8399308,"01/01/2000,02:40:16.60,-852.54,-51.27,-527.34,-0.27,-1.60,-0.31,69.90,52.80,-10.20,28.32,6.83,-18.06,-993.45,236.25,-910.0,-297.50,1,53.150,"
1784211155.85801,"01/01/2000,02:40:16.62,-848.63,-52.25,-519.04,0.17,-1.96,-2.76,73.65,52.20,-11.10,28.56,6.83,-17.93,-993.45,201.25,-840.0,-323.75,1,53.146,"
1784211155.8750706,"01/01/2000,02:40:16.63,-863.77,-60.55,-523.44,-0.93,-0.93,-1.25,72.30,51.60,-10.20,28.37,6.95,-17.93,-993.45,288.75,-997.50,-262.50,1,53.141,"
1784211155.8941855,"01/01/2000,02:40:16.65,-854.98,-53.71,-522.95,-0.62,0.89,0.15,72.30,51.60,-10.20,28.41,6.95,-18.06,-993.32,175.0,-892.50,-280.0,1,53.137,"
1784211155.9127533,"01/01/2000,02:40:16.67,-858.89,-43.95,-523.44,1.12,-2.61,0.12,71.25,51.0,-8.10,28.51,6.95,-18.06,-993.08,262.50,-857.50,-297.50,1,53.132,"
1784211155.9232173,"01/01/2000,02:40:16.69,-854.00,-61.04,-527.83,1.56,-0.74,-1.48,71.40,52.05,-9.45,28.41,6.95,-18.18,-993.08,402.50,-918.75,-341.25,1,53.127,"
1784211155.9437954,"01/01/2000,02:40:16.71,-856.45,-55.18,-524.41,-0.41,-0.95,0.05,71.10,52.50,-10.20,28.37,6.95,-18.06,-993.08,192.50,-927.50,-376.25,1,53.162,"
1784211155.9882228,"01/01/2000,02:40:16.75,-843.26,-62.99,-523.44,1.69,-1.64,0.01,71.70,52.65,-10.35,28.37,6.83,-17.93,-993.20,323.75,-848.75,-236.25,1,53.152,"
1784211156.0110636,"01/01/2000,02:40:16.76,-857.91,-49.32,-533.69,2.14,-0.94,-0.71,71.70,53.40,-11.10,28.32,6.83,-18.06,-993.08,288.75,-717.50,-341.25,1,53.148,"
1784211156.0226912,"01/01/2000,02:40:16.78,-841.80,-47.85,-520.51,0.31,1.86,1.25,71.10,52.50,-9.45,28.03,6.95,-18.06,-993.20,218.75,-805.0,-323.75,1,53.143,"
1784211156.0421462,"01/01/2000,02:40:16.80,-856.93,-51.27,-519.04,0.73,-0.66,-2.96,72.60,50.85,-9.75,28.41,6.83,-18.18,-993.20,245.0,-761.25,-315.0,1,53.139,"
1784211156.0611124,"01/01/2000,02:40:16.82,-864.75,-52.25,-524.90,-0.02,-0.47,-0.29,70.65,51.60,-10.95,28.37,6.83,-18.06,-993.20,358.75,-866.25,-288.75,1,53.173,"
1784211156.0715656,"01/01/2000,02:40:16.84,-856.93,-59.57,-517.09,1.33,1.99,0.93,72.45,53.10,-9.60,28.56,6.83,-18.18,-993.08,227.50,-813.75,-428.75,1,53.168,"
1784211156.1027734,"01/01/2000,02:40:16.86,-857.42,-57.13,-515.63,-0.18,-0.87,-2.66,71.70,52.65,-10.80,28.32,6.83,-18.06,-992.96,227.50,-743.75,-323.75,1,53.164,"
1784211156.112885,"01/01/2000,02:40:16.88,-846.68,-44.92,-526.37,3.57,0.40,-1.63,71.25,49.80,-10.35,28.37,6.83,-18.06,-992.96,288.75,-918.75,-341.25,1,53.159,"
1784211156.1337328,"01/01/2000,02:40:16.89,-858.89,-62.99,-518.07,-0.73,-0.20,2.02,72.0,51.45,-10.05,28.41,6.95,-18.06,-993.08,218.75,-770.0,-350.0,1,53.154,"
1784211156.1440985,"01/01/2000,02:40:16.91,-862.79,-59.08,-526.86,5.63,-1.05,-2.50,71.85,52.50,-11.25,28.32,6.95,-18.18,-993.32,323.75,-927.50,-376.25,1,53.150,"
1784211156.164926,"01/01/2000,02:40:16.93,-860.84,-57.62,-518.55,0.62,-0.62,-0.58,72.60,51.30,-9.75,28.41,6.83,-18.18,-993.32,358.75,-796.25,-350.0,1,53.184,"
1784211156.2090292,"01/01/2000,02:40:16.97,-853.52,-60.06,-521.00,3.76,-0.58,-1.37,70.50,51.45,-9.30,28.51,6.71,-18.06,-993.20,297.50,-866.25,-315.0,1,53.175,"
1784211156.2293983,"01/01/2000,02:40:16.98,-853.03,-54.69,-524.90,2.50,1.46,0.87,72.45,51.45,-10.80,28.51,6.83,-18.06,-993.20,87.50,-857.50,-297.50,1,53.170,"
1784211156.2374084,"01/01/2000,02:40:17.01,-861.33,-56.64,-527.34,-1.26,0.92,0.30,72.0,52.65,-9.60,28.37,6.59,-18.18,-993.20,367.50,-822.50,-288.75,1,53.165,"
1784211156.2626164,"01/01/2000,02:40:17.02,-874.02,-58.11,-523.44,0.84,0.67,1.75,72.0,50.55,-10.80,28.22,6.59,-18.06,-993.08,315.0,-778.75,-306.25,1,53.161,"
1784211156.2889688,"01/01/2000,02:40:17.05,-855.96,-64.94,-515.63,1.79,-0.73,0.34,72.0,50.55,-11.10,28.41,6.71,-18.06,-993.20,323.75,-901.25,-245.0,1,53.156,"
1784211156.309748,"01/01/2000,02:40:17.07,-864.75,-53.71,-520.02,1.44,-0.74,-0.10,72.0,52.20,-10.35,28.32,6.83,-18.06,-993.08,253.75,-691.25,-350.0,1,53.152,"
1784211156.3317146,"01/01/2000,02:40:17.09,-863.77,-62.99,-523.44,0.05,-2.66,-1.08,71.10,52.05,-9.0,28.32,6.83,-18.06,-992.96,306.25,-840.0,-315.0,1,53.147,"
1784211156.3637068,"01/01/2000,02:40:17.12,-852.54,-51.76,-516.11,0.78,2.55,0.39,73.05,51.60,-9.0,28.17,6.95,-18.18,-993.08,411.25,-787.50,-236.25,1,53.138,"
1784211156.383987,"01/01/2000,02:40:17.14,-855.96,-61.52,-521.97,0.46,1.70,0.55,72.60,52.05,-9.45,28.51,6.95,-18.06,-993.08,262.50,-892.50,-350.0,1,53.134,"
1784211156.4134612,"01/01/2000,02:40:17.18,-852.05,-54.69,-527.34,0.73,-1.16,-0.86,71.25,49.05,-8.10,28.41,7.08,-18.06,-993.20,218.75,-822.50,-350.0,1,53.125,"
1784211156.4449213,"01/01/2000,02:40:17.20,-848.14,-61.52,-527.34,2.60,-1.24,-0.05,71.40,52.80,-11.25,28.03,7.08,-18.06,-993.20,332.50,-857.50,-437.50,1,53.158,"
1784211156.459237,"01/01/2000,02:40:17.22,-854.00,-53.22,-530.76,-0.31,0.91,-0.21,71.25,51.0,-11.55,28.37,6.95,-17.93,-993.08,341.25,-848.75,-376.25,1,53.154,"
1784211156.4760673,"01/01/2000,02:40:17.24,-840.33,-51.27,-522.95,1.48,-0.66,0.74,72.60,52.80,-10.95,28.03,6.83,-18.06,-993.08,227.50,-910.0,-332.50,1,53.149,"
1784211156.493906,"01/01/2000,02:40:17.25,-850.10,-56.15,-523.93,0.30,0.02,-3.94,72.0,51.90,-10.05,28.51,6.83,-17.93,-993.32,183.75,-831.25,-280.0,1,53.145,"
1784211156.510803,"01/01/2000,02:40:17.27,-859.38,-48.83,-515.14,-1.48,-1.29,2.0,72.30,52.80,-9.75,28.37,6.83,-17.93,-993.32,262.50,-822.50,-332.50,1,53.140,"
1784211156.527607,"01/01/2000,02:40:17.29,-851.56,-63.48,-520.51,-0.92,1.33,-0.53,70.50,50.55,-9.30,28.51,6.83,-18.06,-993.20,236.25,-901.25,-253.75,1,53.136,"
1784211156.5527005,"01/01/2000,02:40:17.31,-850.59,-58.59,-522.46,-0.50,1.41,2.10,70.35,52.05,-10.20,28.51,6.83,-18.06,-993.45,323.75,-848.75,-367.50,1,53.132,"
1784211156.5715003,"01/01/2000,02:40:17.33,-849.12,-51.76,-527.34,2.83,-1.32,0.80,72.0,51.45,-10.80,28.37,6.83,-18.06,-993.32,157.50,-831.25,-315.0,1,53.165,"
1784211156.5848312,"01/01/2000,02:40:17.35,-848.14,-50.78,-527.83,-1.55,-1.33,2.54,73.20,53.10,-10.05,28.08,6.83,-18.06,-993.32,315.0,-796.25,-280.0,1,53.160,"
1784211156.6007643,"01/01/2000,02:40:17.37,-860.84,-47.85,-519.04,0.31,-1.06,1.46,72.0,51.45,-10.05,28.41,6.95,-18.18,-993.20,236.25,-901.25,-297.50,1,53.156,"
1784211156.6428096,"01/01/2000,02:40:17.40,-857.91,-57.13,-530.76,1.69,-2.25,1.32,70.35,50.40,-9.45,28.51,6.83,-18.30,-993.32,262.50,-901.25,-323.75,1,53.147,"
1784211156.663381,"01/01/2000,02:40:17.42,-843.75,-63.48,-516.60,-1.82,-0.23,-1.69,71.10,48.75,-7.50,28.41,6.71,-18.06,-993.20,183.75,-831.25,-236.25,1,53.142,"
1784211156.6736858,"01/01/2000,02:40:17.44,-865.23,-63.96,-528.32,0.44,-0.11,1.40,72.45,51.90,-10.05,28.56,6.83,-18.06,-993.20,341.25,-901.25,-245.0,1,53.138,"
1784211156.6944225,"01/01/2000,02:40:17.46,-861.82,-54.69,-537.60,1.02,0.92,-1.83,70.95,52.20,-8.85,28.41,6.83,-18.06,-993.32,245.0,-875.0,-306.25,1,53.171,"
1784211156.7379687,"01/01/2000,02:40:17.50,-859.86,-48.83,-518.07,0.12,-1.50,-0.70,72.60,51.60,-10.20,28.51,6.95,-18.30,-993.32,245.0,-840.0,-323.75,1,53.162,"
1784211156.7572443,"01/01/2000,02:40:17.51,-858.40,-48.34,-514.65,3.18,1.41,0.89,72.0,51.90,-10.35,28.37,6.95,-18.30,-993.32,218.75,-822.50,-271.25,1,53.158,"
1784211156.7726028,"01/01/2000,02:40:17.53,-843.75,-59.08,-535.16,-0.76,0.11,-0.73,71.40,51.60,-10.50,28.37,6.95,-18.30,-993.08,350.0,-857.50,-262.50,1,53.153,"
1784211156.7968123,"01/01/2000,02:40:17.56,-853.03,-53.22,-523.93,-1.34,-1.46,0.67,70.05,50.55,-7.65,28.22,6.95,-18.54,-992.84,262.50,-787.50,-323.75,1,53.149,"
1784211156.8176997,"01/01/2000,02:40:17.58,-844.73,-68.85,-526.86,0.79,1.50,-0.66,71.70,51.90,-10.35,28.41,7.08,-18.30,-992.84,341.25,-813.75,-393.75,1,53.144,"
1784211156.8319173,"01/01/2000,02:40:17.60,-866.21,-62.01,-528.81,-1.21,1.22,-0.66,72.30,53.25,-10.95,28.03,6.95,-18.30,-992.84,183.75,-840.0,-271.25,1,53.140,"
1784211156.8588753,"01/01/2000,02:40:17.61,-859.86,-45.90,-530.27,1.11,2.81,1.36,72.0,53.85,-10.05,28.22,6.95,-18.54,-992.71,271.25,-778.75,-288.75,1,53.136,"
1784211156.8759294,"01/01/2000,02:40:17.63,-846.68,-61.04,-530.27,-0.82,0.97,-0.07,72.60,51.30,-10.95,28.41,7.08,-18.30,-992.96,227.50,-726.25,-262.50,1,53.131,"
1784211156.8948889,"01/01/2000,02:40:17.65,-854.00,-58.11,-528.32,0.82,-1.34,-1.01,71.10,51.30,-9.45,28.32,7.08,-18.30,-993.20,70.0,-770.0,-288.75,1,53.127,"
1784211156.9136062,"01/01/2000,02:40:17.67,-855.96,-68.36,-535.64,-0.76,0.61,-0.36,72.0,52.65,-10.80,28.37,7.08,-18.30,-993.20,245.0,-901.25,-201.25,1,53.123,"
1784211156.9236438,"01/01/2000,02:40:17.69,-870.12,-55.66,-535.16,1.68,0.94,1.57,72.0,50.55,-10.05,28.41,7.20,-18.18,-993.08,367.50,-848.75,-306.25,1,53.155,"
1784211156.9444492,"01/01/2000,02:40:17.71,-848.63,-46.39,-523.93,-1.98,0.71,0.98,72.45,50.25,-10.80,28.22,6.95,-18.06,-992.96,323.75,-822.50,-245.0,1,53.151,"
1784211156.984111,"01/01/2000,02:40:17.74,-845.70,-46.39,-520.51,-0.27,0.60,-0.66,72.0,51.45,-10.05,28.51,6.83,-17.93,-993.20,323.75,-743.75,-271.25,1,53.142,"
1784211157.0086825,"01/01/2000,02:40:17.76,-862.79,-51.76,-514.16,-1.31,0.55,-1.45,72.0,51.45,-10.05,28.51,6.83,-17.81,-993.20,323.75,-787.50,-376.25,1,53.138,"
1784211157.0232372,"01/01/2000,02:40:17.78,-848.14,-57.62,-524.41,0.86,0.70,-0.02,72.30,52.05,-9.45,28.56,6.83,-17.81,-993.08,358.75,-875.0,-315.0,1,53.134,"
1784211157.0401995,"01/01/2000,02:40:17.80,-846.19,-48.83,-517.09,2.11,0.68,0.36,71.10,53.25,-9.75,28.56,6.83,-17.81,-993.08,236.25,-936.25,-393.75,1,53.165,"
1784211157.0527983,"01/01/2000,02:40:17.82,-843.75,-55.18,-511.23,-1.67,0.22,-0.56,71.25,52.65,-10.35,28.37,6.95,-17.93,-993.08,332.50,-927.50,-341.25,1,53.161,"
1784211157.071593,"01/01/2000,02:40:17.84,-859.86,-59.08,-521.00,0.56,-0.72,-1.38,72.45,51.45,-10.35,28.22,6.95,-17.81,-993.08,376.25,-805.0,-323.75,1,53.157,"
1784211157.1125975,"01/01/2000,02:40:17.87,-844.24,-64.45,-532.71,1.49,-0.87,-0.97,71.85,51.30,-9.75,28.37,7.08,-18.06,-993.20,227.50,-901.25,-350.0,1,53.148,"
1784211157.1331382,"01/01/2000,02:40:17.89,-861.33,-51.76,-521.48,2.45,-0.90,0.98,72.30,51.30,-12.15,28.41,6.95,-18.06,-993.32,323.75,-848.75,-411.25,1,53.144,"
1784211157.1538916,"01/01/2000,02:40:17.91,-844.73,-53.22,-538.09,-1.30,2.85,-0.73,73.20,52.20,-9.60,28.41,6.95,-18.06,-993.32,358.75,-866.25,-323.75,1,53.140,"
1784211157.164534,"01/01/2000,02:40:17.93,-852.05,-51.76,-514.16,-0.08,0.60,0.48,72.30,52.50,-10.50,28.37,6.95,-17.93,-993.20,350.0,-875.0,-297.50,1,53.171,"
